x,T
-0.0099,297.955
-0.00938421,296.951
-0.00886842,295.948
-0.00835263,294.944
-0.00783684,293.94
-0.00732105,292.936
-0.00680526,291.932
-0.00628947,290.928
-0.00577368,289.924
-0.00525789,289.045
-0.00474211,288.784
-0.00422632,288.522
-0.00371053,288.26
-0.00319474,287.999
-0.00267895,287.737
-0.00216316,287.475
-0.00164737,287.214
-0.00113158,286.952
-0.000615789,286.69
-0.0001,286.429
