x,T
0.1001,283.249
0.100616,282.86
0.101132,282.471
0.101647,282.082
0.102163,281.692
0.102679,281.303
0.103195,280.914
0.103711,280.525
0.104226,280.136
0.104742,279.747
0.105258,279.358
0.105774,278.726
0.106289,278.046
0.106805,277.365
0.107321,276.685
0.107837,276.004
0.108353,275.324
0.108868,274.643
0.109384,273.962
0.1099,273.282
