x,T
0.1001,284.868
0.100616,284.606
0.101132,284.344
0.101647,284.083
0.102163,283.821
0.102679,283.559
0.103195,283.298
0.103711,283.036
0.104226,282.774
0.104742,282.512
0.105258,282.251
0.105774,281.372
0.106289,280.369
0.106805,279.365
0.107321,278.362
0.107837,277.358
0.108353,276.355
0.108868,275.351
0.109384,274.348
0.1099,273.345
