# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	Uz_initial    	Uz_final      	Uz_iters      	U_converged   	h_solver      	h_initial     	h_final       	h_iters       	h_converged   	p_rgh_solver  	p_rgh_initial 	p_rgh_final   	p_rgh_iters   	p_rgh_converged	rho_solver    	rho_initial   	rho_final     	rho_iters     	rho_converged 
5.79875       	DILUPBiCGStab	1.629220e-01	1.439700e-02	1	1.593300e-01	1.811180e-03	1	1.283670e-01	1.188490e-02	1	false	DILUPBiCGStab	3.097910e-02	2.261390e-03	1	true	GAMG	5.267040e-01	1.612240e-02	4	true	diagonal	0.000000e+00	0.000000e+00	0	true
5.90484       	DILUPBiCGStab	1.653340e-01	1.549000e-02	1	1.516850e-01	1.226890e-02	1	1.507890e-01	1.884390e-03	1	false	DILUPBiCGStab	3.418610e-02	2.828850e-03	1	true	GAMG	5.716080e-01	2.700840e-02	3	true	diagonal	0.000000e+00	0.000000e+00	0	true
6.03214       	DILUPBiCGStab	3.736000e-01	4.159900e-03	1	3.436750e-01	2.806820e-02	1	3.127550e-01	3.558170e-03	1	false	DILUPBiCGStab	3.766670e-02	3.445340e-03	1	true	GAMG	8.219630e-01	4.012900e-02	3	true	diagonal	0.000000e+00	0.000000e+00	0	true
6.18268       	DILUPBiCGStab	7.095470e-01	8.656830e-03	1	7.174970e-01	6.075750e-02	1	7.326270e-01	9.453920e-03	1	false	DILUPBiCGStab	4.205850e-02	5.793850e-04	1	true	GAMG	9.510900e-01	4.508280e-02	3	true	diagonal	0.000000e+00	0.000000e+00	0	true
6.35854       	DILUPBiCGStab	9.469860e-01	1.265090e-02	1	9.485320e-01	1.309020e-02	1	9.418990e-01	1.605600e-02	1	false	DILUPBiCGStab	5.255130e-02	8.120710e-04	1	true	GAMG	9.888960e-01	4.507820e-02	3	true	diagonal	0.000000e+00	0.000000e+00	0	true
6.42784       	DILUPBiCGStab	8.580300e-01	9.742950e-03	1	8.778660e-01	1.656750e-02	1	8.825840e-01	1.580070e-02	1	false	DILUPBiCGStab	4.275880e-02	4.980510e-04	1	true	GAMG	9.610870e-01	4.512210e-02	3	true	diagonal	0.000000e+00	0.000000e+00	0	true
6.45027       	DILUPBiCGStab	3.992870e-01	2.975990e-02	1	4.480380e-01	5.481080e-03	1	4.508600e-01	3.809870e-02	1	false	DILUPBiCGStab	1.926930e-02	1.770510e-03	1	true	GAMG	7.097310e-01	2.615450e-02	4	true	diagonal	0.000000e+00	0.000000e+00	0	true
6.47719       	DILUPBiCGStab	2.541000e-01	1.643040e-02	1	2.590010e-01	1.759680e-02	1	2.811120e-01	2.686160e-02	1	false	DILUPBiCGStab	1.643190e-02	1.473120e-03	1	true	GAMG	5.947130e-01	2.075030e-02	4	true	diagonal	0.000000e+00	0.000000e+00	0	true
6.50952       	DILUPBiCGStab	1.260050e-01	1.017070e-02	1	1.348890e-01	1.227770e-03	1	1.267640e-01	9.011490e-03	1	false	DILUPBiCGStab	1.622020e-02	1.563750e-03	1	true	GAMG	3.716940e-01	1.589130e-02	3	true	diagonal	0.000000e+00	0.000000e+00	0	true
6.54828       	DILUPBiCGStab	1.175840e-01	8.968900e-03	1	1.066780e-01	1.047640e-02	1	1.058310e-01	7.875550e-03	1	false	DILUPBiCGStab	1.706810e-02	1.481870e-03	1	true	GAMG	3.164100e-01	1.491310e-02	3	true	diagonal	0.000000e+00	0.000000e+00	0	true
