x,T
0.1001,282.115
0.100616,281.674
0.101132,281.233
0.101647,280.791
0.102163,280.35
0.102679,279.909
0.103195,279.467
0.103711,279.026
0.104226,278.585
0.104742,278.143
0.105258,277.702
0.105774,277.215
0.106289,276.719
0.106805,276.223
0.107321,275.727
0.107837,275.231
0.108353,274.735
0.108868,274.238
0.109384,273.742
0.1099,273.246
