x,T
-0.0099,297.994
-0.00938421,297.192
-0.00886842,296.389
-0.00835263,295.586
-0.00783684,294.783
-0.00732105,293.981
-0.00680526,293.178
-0.00628947,292.375
-0.00577368,291.572
-0.00525789,290.844
-0.00474211,290.483
-0.00422632,290.122
-0.00371053,289.76
-0.00319474,289.399
-0.00267895,289.038
-0.00216316,288.677
-0.00164737,288.316
-0.00113158,287.955
-0.000615789,287.593
-0.0001,287.232
