x,T
-0.0099,298.059
-0.00938421,297.591
-0.00886842,297.122
-0.00835263,296.654
-0.00783684,296.185
-0.00732105,295.717
-0.00680526,295.248
-0.00628947,294.78
-0.00577368,294.311
-0.00525789,293.85
-0.00474211,293.424
-0.00422632,292.998
-0.00371053,292.572
-0.00319474,292.146
-0.00267895,291.72
-0.00216316,291.294
-0.00164737,290.868
-0.00113158,290.443
-0.000615789,290.017
-0.0001,289.591
