# Solver information
# Time        	h_solver      	h_initial     	h_final       	h_iters       	h_converged   
11.8693       	DICPCG	5.243350e-03	3.196570e-09	2	true
11.9181       	DICPCG	3.831420e-03	1.150910e-09	2	true
11.9768       	DICPCG	4.595750e-03	1.927170e-09	2	true
12.0472       	DICPCG	5.564810e-03	3.441590e-09	2	true
12.1318       	DICPCG	6.503180e-03	5.966920e-09	2	true
12.2308       	DICPCG	7.639550e-03	9.949990e-09	2	true
12.2905       	DICPCG	4.424250e-03	2.105320e-09	2	true
12.3574       	DICPCG	4.859770e-03	2.944460e-09	2	true
12.434        	DICPCG	5.421590e-03	4.441000e-09	2	true
12.5257       	DICPCG	6.388340e-03	7.576430e-09	2	true
12.5958       	DICPCG	4.905820e-03	3.285180e-09	2	true
12.6443       	DICPCG	3.340200e-03	1.040930e-09	2	true
12.6929       	DICPCG	3.277680e-03	1.025450e-09	2	true
12.7512       	DICPCG	3.867980e-03	1.762780e-09	2	true
12.8212       	DICPCG	4.530880e-03	2.994490e-09	2	true
12.9052       	DICPCG	5.370600e-03	5.138350e-09	2	true
13.006        	DICPCG	6.361450e-03	8.741100e-09	2	true
13.1213       	DICPCG	7.717890e-03	1.362310e-08	2	true
13.1432       	DICPCG	1.511340e-03	3.608010e-07	1	true
13.1693       	DICPCG	1.836110e-03	5.232780e-07	1	true
13.2007       	DICPCG	2.224430e-03	7.593650e-07	1	true
13.2384       	DICPCG	2.703260e-03	4.539220e-10	2	true
13.2837       	DICPCG	3.281040e-03	8.026510e-10	2	true
13.3379       	DICPCG	3.967200e-03	1.415070e-09	2	true
13.4031       	DICPCG	4.777100e-03	2.509090e-09	2	true
13.4814       	DICPCG	5.728610e-03	4.468800e-09	2	true
13.5751       	DICPCG	6.791380e-03	7.797430e-09	2	true
13.6871       	DICPCG	8.035750e-03	1.362270e-08	2	true
13.8217       	DICPCG	9.504540e-03	2.414210e-08	2	true
13.9838       	DICPCG	1.126030e-02	4.307240e-08	2	true
14.1643       	DICPCG	1.266320e-02	6.112870e-08	2	true
14.178        	DICPCG	9.954670e-04	1.494380e-07	1	true
14.194        	DICPCG	1.216500e-03	2.078640e-07	1	true
14.2132       	DICPCG	1.516320e-03	2.949180e-07	1	true
14.2362       	DICPCG	1.887950e-03	4.128440e-07	1	true
14.2638       	DICPCG	2.350630e-03	5.711210e-07	1	true
14.2969       	DICPCG	2.923980e-03	7.920440e-07	1	true
14.3365       	DICPCG	3.616840e-03	5.672950e-10	2	true
14.3839       	DICPCG	4.443140e-03	9.790680e-10	2	true
14.4404       	DICPCG	5.395520e-03	1.674340e-09	2	true
14.5077       	DICPCG	6.471320e-03	2.856730e-09	2	true
14.5877       	DICPCG	7.669840e-03	4.865450e-09	2	true
14.6842       	DICPCG	9.077180e-03	8.633150e-09	2	true
14.7988       	DICPCG	1.048490e-02	1.479650e-08	2	true
14.9366       	DICPCG	1.213050e-02	2.653300e-08	2	true
15.0964       	DICPCG	1.347500e-02	4.093700e-08	2	true
15.2064       	DICPCG	9.029830e-03	1.360020e-08	2	true
15.2239       	DICPCG	1.490320e-03	2.453060e-07	1	true
15.2446       	DICPCG	1.803400e-03	3.722010e-07	1	true
15.2691       	DICPCG	2.173110e-03	5.639930e-07	1	true
15.2982       	DICPCG	2.618160e-03	8.396210e-07	1	true
15.3329       	DICPCG	3.173770e-03	5.477100e-10	2	true
15.3744       	DICPCG	3.876100e-03	9.815730e-10	2	true
15.4243       	DICPCG	4.741810e-03	1.784100e-09	2	true
15.4841       	DICPCG	5.783000e-03	3.229980e-09	2	true
