x,T
0.1001,282.787
0.100616,282.374
0.101132,281.961
0.101647,281.549
0.102163,281.136
0.102679,280.723
0.103195,280.311
0.103711,279.898
0.104226,279.485
0.104742,279.073
0.105258,278.66
0.105774,278.089
0.106289,277.486
0.106805,276.884
0.107321,276.281
0.107837,275.678
0.108353,275.075
0.108868,274.472
0.109384,273.87
0.1099,273.267
