x,T
0.1001,282.194
0.100616,281.733
0.101132,281.273
0.101647,280.812
0.102163,280.351
0.102679,279.891
0.103195,279.43
0.103711,278.969
0.104226,278.509
0.104742,278.048
0.105258,277.587
0.105774,277.108
0.106289,276.625
0.106805,276.142
0.107321,275.659
0.107837,275.176
0.108353,274.693
0.108868,274.21
0.109384,273.727
0.1099,273.244
