x,T
0.1001,281.908
0.100616,281.509
0.101132,281.11
0.101647,280.712
0.102163,280.313
0.102679,279.914
0.103195,279.516
0.103711,279.117
0.104226,278.718
0.104742,278.319
0.105258,277.921
0.105774,277.42
0.106289,276.899
0.106805,276.378
0.107321,275.857
0.107837,275.336
0.108353,274.814
0.108868,274.293
0.109384,273.772
0.1099,273.251
