x,T
-0.0099,298.018
-0.00938421,297.336
-0.00886842,296.655
-0.00835263,295.973
-0.00783684,295.292
-0.00732105,294.61
-0.00680526,293.928
-0.00628947,293.247
-0.00577368,292.565
-0.00525789,291.935
-0.00474211,291.558
-0.00422632,291.181
-0.00371053,290.804
-0.00319474,290.427
-0.00267895,290.05
-0.00216316,289.673
-0.00164737,289.295
-0.00113158,288.918
-0.000615789,288.541
-0.0001,288.164
